(lat,lon),ris
(124.49643868082661, -15.331251324383471),1337
(-174.26099345658434, -19.706931577683964),0
(12.781917332935533, 66.24887691612929),0
(28.14283041331067, 78.85122525413557),0
(53.04580322821089, 39.00813730929891),69
(35.63508343293988, 32.17410305725987),69
(-15.994849852288446, 11.125583736342215),1337
(-74.45841029234982, -50.607307423201256),1337
(139.29716393048744, 33.65084527329377),69
(-171.90452684113845, -13.993735111513857),69
(-103.13795096976897, 78.17007172972124),69
(-171.058266178409, 63.43120059186954),1337
(73.06606372108476, 6.666983344994769),1337
(124.55796148386283, 10.093291477429021),0
(72.92416287167515, 2.3208764020036425),420
(-89.09199770673544, 30.234663004210663),69
(112.83729062352688, 21.758498704082847),69
(-56.32704920489995, -24.66742060946862),0
(119.96792197298143, 8.891066896247233),420
(120.55041642963157, -66.93672197336289),69
(146.80788366754805, -19.165424281620787),420
(127.16266867034291, -3.8472181334092164),69
(-139.28524253629996, 69.58768333847239),1337
(152.04755615083715, -2.9185777715684527),420
(-125.92508653406124, 71.96674631673191),69
(31.527744513651122, 54.07840454619414),420
(126.56736856190142, 37.263560352841836),1337
(-76.46680995776013, -13.845900271596634),420
(-162.38799568715237, 6.445073442959701),69
(-57.495137703381864, 6.206627428298114),420
(-51.671426777595386, 70.70104576751274),420
(-58.85921150761562, 50.81253083589879),69
(119.53371990286828, 25.167953600295597),420
(-166.28838058658033, 53.76247435998858),420
(-71.93620756891855, 21.94920691213022),0
(-31.13335165095181, 39.71953502762339),69
(-73.98624969278637, -44.51966010425077),1337
(154.8035876896702, -5.894095229246773),1337
(-82.67011795336572, 28.720608325150533),0
(178.78125202537626, -17.717891456927433),420
(14.828729028107446, 38.58402689593378),1337
(-168.94187252207502, 65.7511423474352),0
(147.31238775650903, -43.36089513286524),420
(52.28547304398111, 12.183587621871194),69
(-74.75727224104114, -43.646892351698575),69
(9.380388210175738, 0.8085400237558267),69
(-17.496924044383473, 64.29792552316736),69
(-126.74050902634342, -73.53123474477957),1337
(19.468858736141502, 43.23400141421935),1337
(-110.58152484945951, 24.832642384463462),69
(-21.428391989951855, 73.12959136337642),420
(125.69208301281304, 37.66120122212921),0
(-153.11925406891245, -77.21601340079859),69
(-128.63928834085328, 52.31070797858693),69
(26.593040103849066, 37.34601527253674),69
(-31.77516998473358, -79.69784409379459),1337
(73.20020562663795, -0.6737029784027385),0
(-118.2716221227928, 29.0374531293661),0
(-61.319067803958646, 16.240363200341257),1337
(-77.85637874474988, 24.33837622819617),69
(10.875456870001013, 59.08266536321781),0
(129.1351499370217, -6.985701154817028),69
(-77.59419310250361, 34.40791067824663),69
(-61.22149808745873, 13.279463748024256),0
(10.884425099142769, 42.35263531016039),1337
(-25.559704980587618, 71.0945420981417),0
(124.31152477930746, -1.9845070173351167),1337
(173.2601351590376, 1.9727331319573727),1337
(-110.64609552174852, 25.010949592563907),420
(-68.85826046205722, 48.403305224365994),69
(121.99639920115301, 6.516634682157296),0
(121.75567624824903, -7.401689243649846),420
(39.82779930284864, -16.332560152993594),1337
(24.49550370512941, 38.968775370943035),69
(26.761757162362574, 78.69289922092729),0
(-47.502172737752105, -24.721755853192583),0
(13.678763292688355, 46.338910759293256),0
(-6.178067497153834, 55.296938297910565),1337
(127.23380193746884, 26.580233781407987),1337
(-122.51584130124557, 48.003128887022015),420
(11.110682242778516, 54.529516421866575),0
(157.15220723970174, -8.186860375129651),420
(-159.77843005675697, -21.248596758494937),420
(-72.80701847942937, -69.49966258433284),420
(10.871403090730286, 64.90587476902614),0
(-5.348935083365437, 36.13475230721895),1337
(98.39370790934564, 8.06734203344748),420
(14.351714074847251, 8.366122111213143),0
(21.277657722716818, 63.30737008691838),69
(-171.08351496396907, -3.131155835835984),0
(-122.71034440450276, 48.09860921239124),1337
(-80.49106308960917, 73.73277864538527),420
(7.910668737563032, 63.41567309625083),0
(-77.77116937105525, 2.6224971496367098),0
(-70.51290582838415, -72.23875752395023),1337
(-117.24248594484928, 32.39054885950253),69
(105.6794373507033, -10.553925269150623),1337
(109.25682531251792, -1.1806000899267095),1337
(-2.9452497868425978, 58.78866449079431),69
(-62.66362358213976, -63.06001744527242),420
(33.635446570798294, 35.02142495182302),0
(-87.00870817614407, 30.363978683501916),69
(-158.1764809779274, 21.536828428470816),420
(-5.19414268941458, 55.479276353377216),69
(56.55910466068471, -10.388745896185096),1337
(73.42723611476141, 5.906741904492434),69
(-165.99260666795476, 62.03894973928301),0
(119.96796155370924, 8.89107843338925),1337
(-73.78172693345694, -45.94431829805179),0
(7.797369179228851, 53.78119651745765),1337
(-156.71658004817942, 56.04367064051067),1337
(25.84650602119387, 60.210073291392355),420
(-29.336448343964022, -20.57334960389329),420
(10.3136218007381, 42.34164083013633),420
(-84.5447361796827, 9.917673262854407),0
(-41.777215058951406, 63.40529432012029),69
(-55.99751255197108, -63.547697786408094),1337
(16.174467254619547, 44.99773589596092),1337
(113.62971155789552, 22.395379426002204),420
(14.872608251636905, 68.91978419830004),0
(-6.339798455295967, 49.94550755808285),1337
(114.28229364750622, 22.279489508098596),0
(-56.70028271424965, -63.19399861764829),420
(-89.26739831422675, 13.81497234960354),420
(12.57078437944683, 55.60913205756779),420
(-75.1629417156635, 67.76400775714743),1337
(6.334620442143575, -70.16690864893714),1337
(73.34304913176476, 2.343557088084604),420
(-176.17933386664964, -44.25042511004407),0
(8.2834151377249, 63.197220529887815),0
(-110.79562229356756, 25.63176611557801),1337
(-90.49977136144621, 0.28475953438944573),69
(-81.28569704875031, 76.16516679139582),69
(16.23967785574581, 49.000505503019276),0
(126.02287111333624, 34.60406529994918),420
(-74.26583074966166, -43.40777498982923),1337
(-61.813061844027246, 17.67647519773515),420
(-130.77663373650432, 54.45346986586571),420
(1.5745177367587129, 42.5270764159495),1337
(120.88859394272805, 5.548916423993705),1337
(-73.90034264965819, -52.03178260345894),420
(103.09117809104264, 0.7228299346171903),1337
(-37.455937872921595, 65.64397687822577),420
(24.93490164563003, 37.846256726852374),69
(-144.4202680792424, -16.327951495689064),1337
(23.200266374480442, 59.00978289334586),69
(144.6007959244485, -3.5024261091362785),0
(18.759247657069764, 60.19027855102592),420
(127.51651667626425, 34.44022898765756),0
(21.06080389639382, 55.449232915190315),1337
(-148.2643411637806, -15.854197884568094),0
(72.90628772619452, 6.436356997849838),420
(29.875585950116932, 69.81599715220409),0
(-132.71585329160638, 55.04583583883635),0
(-79.00171812493274, 76.04879770645921),69
(126.65124442704177, 34.340183452624615),420
(158.37334251334448, -7.525635293403947),0
(163.29132915521353, -66.82546373926283),69
(126.57280129509779, 34.181433937774806),69
(-12.684814485855386, -72.11557803572492),1337
(20.556302247655115, 70.11542593725933),0
(14.64614931618635, 15.73418128496388),69
(-141.48859473755442, 69.7318314459143),69
(178.58555852917448, -16.590609598728502),1337
(-74.87392423676285, -51.12876483691945),69
(152.01644600962766, -2.6353906707984054),1337
(162.9320456175192, 5.296415608575229),420
(-99.93133245664151, 72.36015192595566),1337
(154.80606271075465, 0.923793879215666),0
(-159.7908409256795, -18.847760242276948),69
(132.36306250935357, -5.552477503909166),69
(134.9452671564107, -12.036460645716978),420
(171.90027386334782, 7.092727049593157),69
(5.312998442087929, 59.27223535938135),0
(106.59227087578107, 10.272109015782428),0
(-153.3660384114316, 59.36339860421633),69
(123.70277970682905, -5.472858913198029),1337
(-92.34533295822105, 62.4089208077295),0
(27.57685359996583, 40.62516128774024),0
(166.6421090803322, 19.276150130208322),0
(14.12825866711186, 53.937116494429254),420
(49.802904860835966, 46.250478813075766),1337
(43.299197744862745, -11.575305452651532),69
(126.66716324329894, 34.1560278072442),0
(-83.68313513212523, 64.43993384265228),69
(73.24943337944298, 6.082156816730765),0
(-111.25200457287589, 25.795523459092813),1337
(5.418041325296767, 59.1989554549787),0
(-107.95118129979546, 66.94599296396964),1337
(9.318034287204016, 34.46950034747209),69
(-169.65676990169342, -14.177870091786271),0
(14.449506282032312, 44.98282582111618),69
(-82.17716655581344, 26.49720215979981),1337
(96.43134813706266, 2.43432588326569),0
(-178.95982761573225, -18.96474491048436),69
(-0.9597737879703372, 50.78804380418813),0
(145.05027652229217, -4.103095971323143),0
(98.55525247729317, 8.059468123368582),0
(-78.63532898405902, 58.64098412771396),1337
(118.15415798721669, 24.522540072021826),0
(153.64385460173426, -4.112796987655222),420
(-73.88460612953187, -51.736035557606826),0
(126.79238806943005, 4.363522944103479),69
(5.294134618027171, 59.68957985977121),0
(126.16295649119407, 34.792948538485966),420
(179.4234988044401, -17.79635196285358),69
(-109.41329486635131, -27.182563115546074),420
(97.86738167713901, 9.414520792253168),420
(-91.81761069221513, 1.3786223061435556),1337
(120.36007796953693, 26.94116403367378),69
(-75.74915973663427, 22.238499759682256),0
(148.1088425935998, -40.36563734611249),0
(-95.9623841868728, 75.55467555408426),420
(153.41890596203964, -27.593366294536988),0
(-151.93117653361742, 60.48495769295066),69
(125.28048967870562, 24.773891001156137),69
(18.86795342344707, 59.41484856800748),69
(33.97812898603333, 26.747263091603116),0
(-61.09166362267416, -51.04591370448967),1337
(-126.03742234724054, 50.38200350585373),69
(-89.28001480476593, 16.285171805166787),1337
(72.97785177634874, 7.023775456949944),1337
(92.55582841653585, -65.71697052225198),1337
(-128.67877750412447, 50.82830568475626),1337
(131.14014287808197, 3.042092704360342),69
(92.80911980637268, 9.198921827277621),420
(-24.956531979061538, 72.89461460310403),69
(130.8700816262354, 37.52888734894017),420
(-80.41408123531731, 59.681156989081366),1337
(163.68078257070948, -74.88217036541259),0
(-129.9648233727992, 53.253638590028444),420
(-25.38453418116629, 37.778697050771534),0
(-176.0816045481774, 52.02294994451819),420
(117.75316582785243, 15.150912545985678),0
(162.08724975862282, -10.718944423662812),1337
(-165.32477330471363, 66.44013640518772),1337
(21.763117218767235, 36.74982516090417),69
(-132.94386764519243, 56.43918676702449),69
(-151.7948455378109, -11.45217704307027),69
(5.625985906437439, 62.32296280472105),0
(179.21124968710197, -8.507816090916583),1337
(168.34956612029663, -17.446131688582067),69
(179.95635279994275, -16.895258507708174),420
(-89.068582100165, 30.2271976407523),69
(149.08548830803915, -20.48391998645474),0
(-69.68643798522272, 43.94429480852106),420
(-1.296406183947271, 60.29937712648943),0
(-1.029967958940524, 60.5020741341339),69
(-92.65223105568838, 62.03364681853168),69
(73.5498418348341, 1.9720307043156529),69
(158.27498759335802, -7.476572322145224),0
(73.59425272820332, 4.341414953330152),0
(-122.70476149328135, 48.08289781549521),0
(-1.4261861711513948, 18.7222911867359),1337
(-17.686364572284628, 79.12881844864596),0
(128.82709567886684, 35.042200183536046),0
(-63.755709556764785, 49.632439990409786),1337
(-16.16845015901801, 11.123686865343515),69
(-132.93434898590706, 54.94190810882153),420
(-77.84368408087494, 64.01663510695421),1337
(170.87663837784487, 10.283051796655032),0
(20.207167631176294, 79.12404113663702),0
(-68.87395424047403, 44.346228060363124),69
(-1.2345540201431473, 50.734711286982396),420
(-75.48705572977701, 35.43454110899421),420
(-18.02796380906962, 78.78503431313418),69
(9.815312683526397, 56.919754357514165),1337
(-74.75331584646456, -51.92928482078767),1337
(166.9262041402432, -0.5024207907762703),420
(58.34721702697156, 21.29225118023791),420
(19.90461416938443, 80.52369605481387),0
(134.18292434585481, -5.77349986026727),0
(16.942088937188732, 69.209850381415),0
(162.65967949492844, -75.67252110051206),69
(-79.10901275868338, 8.399668615453637),0
(97.56084892493607, 16.44028099580032),0
(-169.83193791120905, 63.07355313187793),1337
(-24.992921805510996, 73.17382752016917),0
(71.96630685312681, -5.227536899937822),69
(-74.57701925475487, 78.781228564543),420
(-23.300972596087288, 69.7322600187524),420
(23.373766350850552, 38.95982620468703),1337
(136.15117925361324, -12.03540922038524),420
(176.13190918720773, -5.684142590492308),1337
(129.40075852076495, 34.54730470037272),1337
(-57.50198883924534, -63.62887038348181),69
(11.714790127517423, -16.575012577171186),420
(-78.67141020773592, 22.52768077011548),0
(116.87625148496006, 7.222046738601261),420
(126.68770446578877, 34.341739747133744),1337
(156.09128400581932, -6.879068648276372),420
(-175.72147806015064, 51.94424047518789),420
(119.57613417552562, 11.148921855681843),0
(-75.34960845776851, -48.6121836983346),420
(134.55728612205817, -6.0787756529201165),1337
(-15.728322907772077, 11.215488489069873),0
(-17.749400042362097, 63.710559495931925),69
(19.61138942786384, 60.20963884253597),69
(-126.39774618827114, 50.56338673566604),1337
(21.693394699277036, 70.2806939778748),0
(-69.66411189840785, 43.837430516007856),0
(-156.79809147805605, 56.195254264149916),0
(-78.40881006452271, 57.30371008304552),0
(24.71167963343354, 36.92015914318384),420
(-81.32206931983103, 24.686812714375804),1337
(-6.778231744649143, 56.52455599432735),420
(-90.43702327006972, 29.25596339120731),0
(129.34250187496124, 34.50225648441276),1337
(20.793508960786365, 60.24537470746121),0
(53.813560900959935, 12.373442052518921),1337
(113.80699213496928, 3.9434171269555964),420
(-67.99358745620759, -79.13897176478643),420
(-12.66288689677422, 7.605021399141092),0
(-68.84977647569208, 12.082715982156465),420
(122.38675092466681, -4.810516729956955),69
(20.84513704867145, 60.27019422350091),1337
(37.95442039081847, -46.64813843412788),420
(98.50394251858054, 12.420484794643215),0
(-59.52042359875878, -65.19639277260947),1337
(-6.518914767643199, 56.648038481673375),1337
(21.759966548028004, 36.72529119993557),69
(103.20239684094273, 0.6571144847866058),69
(144.6065513998826, -3.5150538007823364),420
(-45.7947685159159, 60.66292923934215),420
(122.83890871944416, -10.912070818732895),69
(-74.13845927119493, -51.39929776821118),1337
(18.279372563325087, 58.93382549503202),1337
(136.822277482076, -12.09448252965661),1337
(151.89990447310666, -5.434186869626453),1337
(56.23428516643993, 25.228916882089745),1337
(-74.1902382138982, 40.61723465827426),69
(18.054033608633087, 62.688856662276386),69
(-16.041696865221514, 11.812539793638194),420
(-73.9236889127441, -38.33876973940212),0
(25.8439159491361, 60.199737395983725),0
(-61.44136513883046, 12.471514446018595),0
(-113.24513402572887, 26.720407714205543),1337
(118.1306077181344, 24.538827836277356),69
(-77.94789990372321, 24.250388065110496),1337
(-70.60418052442382, -54.855021351873056),420
(-106.565782144704, 21.600799315994163),0
(-77.46433082323291, 25.056833368772843),69
(-74.39255313553777, -53.02587168437931),0
(-127.26889122450108, -74.44686359717143),420
(114.30260660566651, 22.055257471508536),69
(126.68903795222494, 3.87341419870048),420
(150.28648045503337, -2.4788252457819393),1337
(149.09505595102365, -20.475212524880554),69
(-58.53914993699787, 51.24347513591004),0
(25.78716932851622, 36.38226485246783),1337
(128.18323135182698, -8.273485801868652),420
(-168.66723782559075, 53.004767139450344),420
(-45.517711152246235, -60.60371598301093),420
(-174.5220777209786, -4.669277265995315),0
